Time,Location, Temp,Day,,
146,Lotic Estuary,30.4,6.083333333,,
146.25,Lotic Estuary,30.4,6.09375,,
146.5,Lotic Estuary,30.4,6.104166667,,
146.75,Lotic Estuary,30.4,6.114583333,,
147,Lotic Estuary,30.4,6.125,,
147.25,Lotic Estuary,30.4,6.135416667,,
147.5,Lotic Estuary,30.4,6.145833333,,
147.75,Lotic Estuary,30.4,6.15625,,
148,Lotic Estuary,30.4,6.166666667,,
148.25,Lotic Estuary,30.4,6.177083333,,
148.5,Lotic Estuary,30.3,6.1875,,
148.75,Lotic Estuary,30.3,6.197916667,,
149,Lotic Estuary,30.3,6.208333333,,
149.25,Lotic Estuary,30.3,6.21875,,
149.5,Lotic Estuary,30.3,6.229166667,,
149.75,Lotic Estuary,30.2,6.239583333,,
150,Lotic Estuary,30.1,6.25,,
150.25,Lotic Estuary,30.1,6.260416667,,
150.5,Lotic Estuary,30.1,6.270833333,,
150.75,Lotic Estuary,30.1,6.28125,,
151,Lotic Estuary,30.1,6.291666667,,
151.25,Lotic Estuary,30,6.302083333,,
151.5,Lotic Estuary,30,6.3125,,
151.75,Lotic Estuary,30,6.322916667,,
152,Lotic Estuary,29.9,6.333333333,,
152.25,Lotic Estuary,29.9,6.34375,,
152.5,Lotic Estuary,29.8,6.354166667,,
152.75,Lotic Estuary,29.8,6.364583333,,
153,Lotic Estuary,29.8,6.375,,
153.25,Lotic Estuary,29.7,6.385416667,,
153.5,Lotic Estuary,29.7,6.395833333,,
153.75,Lotic Estuary,29.7,6.40625,,
154,Lotic Estuary,29.7,6.416666667,,
154.25,Lotic Estuary,29.7,6.427083333,,
154.5,Lotic Estuary,29.7,6.4375,,
154.75,Lotic Estuary,29.7,6.447916667,,
155,Lotic Estuary,29.6,6.458333333,,
155.25,Lotic Estuary,29.6,6.46875,,
155.5,Lotic Estuary,29.6,6.479166667,,
155.75,Lotic Estuary,29.5,6.489583333,,
156,Lotic Estuary,29.5,6.5,,
156.25,Lotic Estuary,29.5,6.510416667,,
156.5,Lotic Estuary,29.5,6.520833333,,
156.75,Lotic Estuary,29.4,6.53125,,
157,Lotic Estuary,29.4,6.541666667,,
157.25,Lotic Estuary,29.4,6.552083333,,
157.5,Lotic Estuary,29.3,6.5625,,
157.75,Lotic Estuary,29.2,6.572916667,,
158,Lotic Estuary,29.2,6.583333333,,
158.25,Lotic Estuary,29.2,6.59375,,
158.5,Lotic Estuary,29.2,6.604166667,,
158.75,Lotic Estuary,29.2,6.614583333,,
159,Lotic Estuary,29.2,6.625,,
159.25,Lotic Estuary,29.2,6.635416667,,
159.5,Lotic Estuary,29.2,6.645833333,,
159.75,Lotic Estuary,29.2,6.65625,,
160,Lotic Estuary,29.2,6.666666667,,
160.25,Lotic Estuary,29.1,6.677083333,,
160.5,Lotic Estuary,29.1,6.6875,,
160.75,Lotic Estuary,29.1,6.697916667,,
161,Lotic Estuary,29.1,6.708333333,,
161.25,Lotic Estuary,29.2,6.71875,,
161.5,Lotic Estuary,29.2,6.729166667,,
161.75,Lotic Estuary,29.3,6.739583333,,
162,Lotic Estuary,29.5,6.75,,
162.25,Lotic Estuary,29.6,6.760416667,,
162.5,Lotic Estuary,29.6,6.770833333,,
162.75,Lotic Estuary,29.7,6.78125,,
163,Lotic Estuary,29.8,6.791666667,,
163.25,Lotic Estuary,29.8,6.802083333,,
163.5,Lotic Estuary,29.8,6.8125,,
163.75,Lotic Estuary,30,6.822916667,,
164,Lotic Estuary,30.1,6.833333333,,
164.25,Lotic Estuary,30.3,6.84375,,
164.5,Lotic Estuary,30.3,6.854166667,,
164.75,Lotic Estuary,30.4,6.864583333,,
165,Lotic Estuary,30.4,6.875,,
165.25,Lotic Estuary,30.5,6.885416667,,
165.5,Lotic Estuary,30.7,6.895833333,,
165.75,Lotic Estuary,30.8,6.90625,,
166,Lotic Estuary,30.8,6.916666667,,
166.25,Lotic Estuary,30.9,6.927083333,,
166.5,Lotic Estuary,30.9,6.9375,,
166.75,Lotic Estuary,31,6.947916667,,
167,Lotic Estuary,31.1,6.958333333,,
167.25,Lotic Estuary,31,6.96875,,
167.5,Lotic Estuary,31.1,6.979166667,,
167.75,Lotic Estuary,31.1,6.989583333,,
168,Lotic Estuary,31,7,,
168.25,Lotic Estuary,31,7.010416667,,
168.5,Lotic Estuary,31,7.020833333,,
168.75,Lotic Estuary,31,7.03125,,
169,Lotic Estuary,30.9,7.041666667,,
169.25,Lotic Estuary,30.9,7.052083333,,
169.5,Lotic Estuary,31.5,7.0625,,
169.75,Lotic Estuary,31.4,7.072916667,,
170,Lotic Estuary,32,7.083333333,,
170.25,Lotic Estuary,31.7,7.09375,,
170.5,Lotic Estuary,31.6,7.104166667,,
170.75,Lotic Estuary,31.6,7.114583333,,
171,Lotic Estuary,31.6,7.125,,
171.25,Lotic Estuary,31.6,7.135416667,,
171.5,Lotic Estuary,31.5,7.145833333,,
171.75,Lotic Estuary,31.5,7.15625,,
172,Lotic Estuary,31.5,7.166666667,,
172.25,Lotic Estuary,31.5,7.177083333,,
172.5,Lotic Estuary,31.4,7.1875,,
172.75,Lotic Estuary,31.4,7.197916667,,
173,Lotic Estuary,31.3,7.208333333,,
173.25,Lotic Estuary,31.3,7.21875,,
173.5,Lotic Estuary,31.3,7.229166667,,
173.75,Lotic Estuary,31.3,7.239583333,,
174,Lotic Estuary,31.3,7.25,,
174.25,Lotic Estuary,31.3,7.260416667,,
174.5,Lotic Estuary,31.2,7.270833333,,
174.75,Lotic Estuary,31.1,7.28125,,
175,Lotic Estuary,31.1,7.291666667,,
175.25,Lotic Estuary,31.1,7.302083333,,
175.5,Lotic Estuary,31.1,7.3125,,
175.75,Lotic Estuary,31,7.322916667,,
176,Lotic Estuary,31,7.333333333,,
176.25,Lotic Estuary,30.9,7.34375,,
176.5,Lotic Estuary,30.8,7.354166667,,
176.75,Lotic Estuary,30.7,7.364583333,,
177,Lotic Estuary,30.7,7.375,,
177.25,Lotic Estuary,30.6,7.385416667,,
177.5,Lotic Estuary,30.5,7.395833333,,
177.75,Lotic Estuary,30.5,7.40625,,
178,Lotic Estuary,30.4,7.416666667,,
178.25,Lotic Estuary,30.4,7.427083333,,
178.5,Lotic Estuary,30.3,7.4375,,
178.75,Lotic Estuary,30.3,7.447916667,,
179,Lotic Estuary,30.3,7.458333333,,
179.25,Lotic Estuary,30.3,7.46875,,
179.5,Lotic Estuary,30.2,7.479166667,,
179.75,Lotic Estuary,30.2,7.489583333,,
180,Lotic Estuary,30.2,7.5,,
180.25,Lotic Estuary,30.1,7.510416667,,
180.5,Lotic Estuary,30.1,7.520833333,,
180.75,Lotic Estuary,30.1,7.53125,,
181,Lotic Estuary,30.1,7.541666667,,
181.25,Lotic Estuary,30,7.552083333,,
181.5,Lotic Estuary,30,7.5625,,
181.75,Lotic Estuary,30,7.572916667,,
182,Lotic Estuary,30,7.583333333,,
182.25,Lotic Estuary,29.8,7.59375,,
182.5,Lotic Estuary,29.8,7.604166667,,
182.75,Lotic Estuary,29.7,7.614583333,,
183,Lotic Estuary,29.7,7.625,,
183.25,Lotic Estuary,29.8,7.635416667,,
183.5,Lotic Estuary,29.8,7.645833333,,
183.75,Lotic Estuary,29.8,7.65625,,
184,Lotic Estuary,29.8,7.666666667,,
184.25,Lotic Estuary,29.8,7.677083333,,
184.5,Lotic Estuary,29.8,7.6875,,
184.75,Lotic Estuary,29.7,7.697916667,,
185,Lotic Estuary,29.8,7.708333333,,
185.25,Lotic Estuary,29.8,7.71875,,
185.5,Lotic Estuary,29.8,7.729166667,,
185.75,Lotic Estuary,29.9,7.739583333,,
186,Lotic Estuary,29.9,7.75,,
186.25,Lotic Estuary,30,7.760416667,,
186.5,Lotic Estuary,30.1,7.770833333,,
186.75,Lotic Estuary,30.2,7.78125,,
187,Lotic Estuary,30.3,7.791666667,,
187.25,Lotic Estuary,30.4,7.802083333,,
187.5,Lotic Estuary,30.6,7.8125,,
187.75,Lotic Estuary,30.7,7.822916667,,
188,Lotic Estuary,30.6,7.833333333,,
188.25,Lotic Estuary,31,7.84375,,
188.5,Lotic Estuary,30.9,7.854166667,,
188.75,Lotic Estuary,31,7.864583333,,
189,Lotic Estuary,31.1,7.875,,
189.25,Lotic Estuary,31.2,7.885416667,,
189.5,Lotic Estuary,31.3,7.895833333,,
189.75,Lotic Estuary,31.4,7.90625,,
190,Lotic Estuary,31.5,7.916666667,,
190.25,Lotic Estuary,31.6,7.927083333,,
190.5,Lotic Estuary,31.7,7.9375,,
190.75,Lotic Estuary,31.8,7.947916667,,
191,Lotic Estuary,31.8,7.958333333,,
191.25,Lotic Estuary,31.8,7.96875,,
191.5,Lotic Estuary,31.9,7.979166667,,
191.75,Lotic Estuary,31.9,7.989583333,,
192,Lotic Estuary,31.9,8,,
192.25,Lotic Estuary,31.7,8.010416667,,
192.5,Lotic Estuary,31.6,8.020833333,,
192.75,Lotic Estuary,31.5,8.03125,,
193,Lotic Estuary,31.4,8.041666667,,
193.25,Lotic Estuary,31.3,8.052083333,,
193.5,Lotic Estuary,31.2,8.0625,,
193.75,Lotic Estuary,31.1,8.072916667,,
194,Lotic Estuary,31,8.083333333,,
194.25,Lotic Estuary,30.9,8.09375,,
194.5,Lotic Estuary,30.9,8.104166667,,
194.75,Lotic Estuary,30.8,8.114583333,,
195,Lotic Estuary,30.8,8.125,,
195.25,Lotic Estuary,30.8,8.135416667,,
195.5,Lotic Estuary,30.8,8.145833333,,
195.75,Lotic Estuary,31,8.15625,,
196,Lotic Estuary,31,8.166666667,,
196.25,Lotic Estuary,31,8.177083333,,
196.5,Lotic Estuary,31,8.1875,,
196.75,Lotic Estuary,31,8.197916667,,
197,Lotic Estuary,30.9,8.208333333,,
197.25,Lotic Estuary,30.9,8.21875,,
197.5,Lotic Estuary,30.8,8.229166667,,
197.75,Lotic Estuary,30.7,8.239583333,,
198,Lotic Estuary,30.6,8.25,,
198.25,Lotic Estuary,30.5,8.260416667,,
198.5,Lotic Estuary,30.4,8.270833333,,
198.75,Lotic Estuary,30.3,8.28125,,
199,Lotic Estuary,30.2,8.291666667,,
199.25,Lotic Estuary,30.1,8.302083333,,
199.5,Lotic Estuary,30,8.3125,,
199.75,Lotic Estuary,30,8.322916667,,
200,Lotic Estuary,29.9,8.333333333,,
200.25,Lotic Estuary,29.8,8.34375,,
200.5,Lotic Estuary,29.8,8.354166667,,
200.75,Lotic Estuary,29.8,8.364583333,,
201,Lotic Estuary,29.8,8.375,,
201.25,Lotic Estuary,29.8,8.385416667,,
201.5,Lotic Estuary,29.8,8.395833333,,
201.75,Lotic Estuary,29.8,8.40625,,
202,Lotic Estuary,29.7,8.416666667,,
202.25,Lotic Estuary,29.7,8.427083333,,
202.5,Lotic Estuary,29.7,8.4375,,
202.75,Lotic Estuary,29.6,8.447916667,,
203,Lotic Estuary,29.6,8.458333333,,
203.25,Lotic Estuary,29.6,8.46875,,
203.5,Lotic Estuary,29.5,8.479166667,,
203.75,Lotic Estuary,29.5,8.489583333,,
204,Lotic Estuary,29.5,8.5,,
204.25,Lotic Estuary,29.4,8.510416667,,
204.5,Lotic Estuary,29.4,8.520833333,,
204.75,Lotic Estuary,29.3,8.53125,,
205,Lotic Estuary,29.2,8.541666667,,
205.25,Lotic Estuary,29.2,8.552083333,,
205.5,Lotic Estuary,29.1,8.5625,,
205.75,Lotic Estuary,29.1,8.572916667,,
206,Lotic Estuary,29,8.583333333,,
206.25,Lotic Estuary,29,8.59375,,
206.5,Lotic Estuary,29,8.604166667,,
206.75,Lotic Estuary,29,8.614583333,,
207,Lotic Estuary,28.9,8.625,,
207.25,Lotic Estuary,28.9,8.635416667,,
207.5,Lotic Estuary,28.9,8.645833333,,
207.75,Lotic Estuary,28.9,8.65625,,
208,Lotic Estuary,29,8.666666667,,
208.25,Lotic Estuary,29,8.677083333,,
208.5,Lotic Estuary,29.1,8.6875,,
208.75,Lotic Estuary,29,8.697916667,,
209,Lotic Estuary,29.1,8.708333333,,
209.25,Lotic Estuary,29.1,8.71875,,
209.5,Lotic Estuary,29.1,8.729166667,,
209.75,Lotic Estuary,29.1,8.739583333,,
210,Lotic Estuary,29.1,8.75,,
210.25,Lotic Estuary,29.1,8.760416667,,
210.5,Lotic Estuary,29.1,8.770833333,,
210.75,Lotic Estuary,29.2,8.78125,,
211,Lotic Estuary,29.2,8.791666667,,
211.25,Lotic Estuary,29.3,8.802083333,,
211.5,Lotic Estuary,29.4,8.8125,,
211.75,Lotic Estuary,29.6,8.822916667,,
212,Lotic Estuary,29.6,8.833333333,,
212.25,Lotic Estuary,29.6,8.84375,,
212.5,Lotic Estuary,29.7,8.854166667,,
212.75,Lotic Estuary,29.6,8.864583333,,
213,Lotic Estuary,29.3,8.875,,
213.25,Lotic Estuary,29.5,8.885416667,,
213.5,Lotic Estuary,29.6,8.895833333,,
213.75,Lotic Estuary,29.8,8.90625,,
214,Lotic Estuary,29.9,8.916666667,,
214.25,Lotic Estuary,30.1,8.927083333,,
214.5,Lotic Estuary,30.1,8.9375,,
214.75,Lotic Estuary,30.2,8.947916667,,
215,Lotic Estuary,30.3,8.958333333,,
215.25,Lotic Estuary,30.3,8.96875,,
215.5,Lotic Estuary,30.5,8.979166667,,
215.75,Lotic Estuary,30.5,8.989583333,,
216,Lotic Estuary,30.5,9,,
216.25,Lotic Estuary,30.6,9.010416667,,
216.5,Lotic Estuary,30.6,9.020833333,,
216.75,Lotic Estuary,30.7,9.03125,,
217,Lotic Estuary,30.9,9.041666667,,
217.25,Lotic Estuary,30.6,9.052083333,,
217.5,Lotic Estuary,30.8,9.0625,,
217.75,Lotic Estuary,30.8,9.072916667,,
218,Lotic Estuary,30.6,9.083333333,,
218.25,Lotic Estuary,30.8,9.09375,,
218.5,Lotic Estuary,30.4,9.104166667,,
218.75,Lotic Estuary,30.4,9.114583333,,
219,Lotic Estuary,30.4,9.125,,
219.25,Lotic Estuary,30.5,9.135416667,,
219.5,Lotic Estuary,30.7,9.145833333,,
219.75,Lotic Estuary,30.6,9.15625,,
220,Lotic Estuary,30.6,9.166666667,,
220.25,Lotic Estuary,30.7,9.177083333,,
220.5,Lotic Estuary,30.7,9.1875,,
220.75,Lotic Estuary,30.7,9.197916667,,
221,Lotic Estuary,30.6,9.208333333,,
221.25,Lotic Estuary,30.6,9.21875,,
221.5,Lotic Estuary,30.6,9.229166667,,
221.75,Lotic Estuary,30.5,9.239583333,,
222,Lotic Estuary,30.4,9.25,,
222.25,Lotic Estuary,30.3,9.260416667,,
222.5,Lotic Estuary,30.2,9.270833333,,
222.75,Lotic Estuary,30.1,9.28125,,
223,Lotic Estuary,30,9.291666667,,
223.25,Lotic Estuary,29.9,9.302083333,,
223.5,Lotic Estuary,29.8,9.3125,,
223.75,Lotic Estuary,29.7,9.322916667,,
224,Lotic Estuary,29.6,9.333333333,,
224.25,Lotic Estuary,29.5,9.34375,,
224.5,Lotic Estuary,29.3,9.354166667,,
224.75,Lotic Estuary,29.1,9.364583333,,
225,Lotic Estuary,29.1,9.375,,
225.25,Lotic Estuary,29.2,9.385416667,,
225.5,Lotic Estuary,29.2,9.395833333,,
225.75,Lotic Estuary,29.2,9.40625,,
226,Lotic Estuary,29.2,9.416666667,,
226.25,Lotic Estuary,29.2,9.427083333,,
226.5,Lotic Estuary,29.2,9.4375,,
226.75,Lotic Estuary,29.2,9.447916667,,
227,Lotic Estuary,29.1,9.458333333,,
227.25,Lotic Estuary,29.1,9.46875,,
227.5,Lotic Estuary,29.1,9.479166667,,
227.75,Lotic Estuary,29,9.489583333,,
228,Lotic Estuary,29,9.5,,
228.25,Lotic Estuary,28.9,9.510416667,,
228.5,Lotic Estuary,28.9,9.520833333,,
228.75,Lotic Estuary,28.8,9.53125,,
229,Lotic Estuary,28.8,9.541666667,,
229.25,Lotic Estuary,28.7,9.552083333,,
229.5,Lotic Estuary,28.7,9.5625,,
229.75,Lotic Estuary,28.6,9.572916667,,
230,Lotic Estuary,28.6,9.583333333,,
230.25,Lotic Estuary,28.6,9.59375,,
230.5,Lotic Estuary,28.6,9.604166667,,
230.75,Lotic Estuary,28.5,9.614583333,,
231,Lotic Estuary,28.5,9.625,,
231.25,Lotic Estuary,28.5,9.635416667,,
231.5,Lotic Estuary,28.5,9.645833333,,
231.75,Lotic Estuary,28.2,9.65625,,
232,Lotic Estuary,28.3,9.666666667,,
232.25,Lotic Estuary,28.2,9.677083333,,
232.5,Lotic Estuary,28.3,9.6875,,
232.75,Lotic Estuary,28.3,9.697916667,,
233,Lotic Estuary,28.3,9.708333333,,
233.25,Lotic Estuary,28.4,9.71875,,
233.5,Lotic Estuary,28.4,9.729166667,,
233.75,Lotic Estuary,28.5,9.739583333,,
234,Lotic Estuary,28.5,9.75,,
234.25,Lotic Estuary,28.5,9.760416667,,
234.5,Lotic Estuary,28.6,9.770833333,,
234.75,Lotic Estuary,28.8,9.78125,,
235,Lotic Estuary,28.8,9.791666667,,
235.25,Lotic Estuary,28.9,9.802083333,,
235.5,Lotic Estuary,29.1,9.8125,,
235.75,Lotic Estuary,29.1,9.822916667,,
236,Lotic Estuary,29.2,9.833333333,,
236.25,Lotic Estuary,29.3,9.84375,,
236.5,Lotic Estuary,29.3,9.854166667,,
236.75,Lotic Estuary,29.4,9.864583333,,
237,Lotic Estuary,29.5,9.875,,
237.25,Lotic Estuary,29.5,9.885416667,,
237.5,Lotic Estuary,29.4,9.895833333,,
237.75,Lotic Estuary,29.5,9.90625,,
238,Lotic Estuary,29.7,9.916666667,,
238.25,Lotic Estuary,30,9.927083333,,
238.5,Lotic Estuary,30,9.9375,,
238.75,Lotic Estuary,30.1,9.947916667,,
239,Lotic Estuary,30.2,9.958333333,,
239.25,Lotic Estuary,30.3,9.96875,,
239.5,Lotic Estuary,30.5,9.979166667,,
239.75,Lotic Estuary,30.5,9.989583333,,
240,Lotic Estuary,30.5,10,,
240.25,Lotic Estuary,30.7,10.01041667,,
240.5,Lotic Estuary,30.8,10.02083333,,
240.75,Lotic Estuary,30.8,10.03125,,
241,Lotic Estuary,30.9,10.04166667,,
241.25,Lotic Estuary,30.9,10.05208333,,
241.5,Lotic Estuary,30.9,10.0625,,
241.75,Lotic Estuary,30.9,10.07291667,,
242,Lotic Estuary,31,10.08333333,,
242.25,Lotic Estuary,30.9,10.09375,,
242.5,Lotic Estuary,30.9,10.10416667,,
242.75,Lotic Estuary,30.9,10.11458333,,
243,Lotic Estuary,31,10.125,,
243.25,Lotic Estuary,31.1,10.13541667,,
243.5,Lotic Estuary,30.9,10.14583333,,
243.75,Lotic Estuary,30.7,10.15625,,
244,Lotic Estuary,30.7,10.16666667,,
244.25,Lotic Estuary,30.8,10.17708333,,
244.5,Lotic Estuary,30.7,10.1875,,
244.75,Lotic Estuary,30.7,10.19791667,,
245,Lotic Estuary,30.7,10.20833333,,
245.25,Lotic Estuary,30.8,10.21875,,
245.5,Lotic Estuary,30.8,10.22916667,,
245.75,Lotic Estuary,30.8,10.23958333,,
246,Lotic Estuary,30.8,10.25,,
246.25,Lotic Estuary,30.7,10.26041667,,
246.5,Lotic Estuary,30.6,10.27083333,,
246.75,Lotic Estuary,30.6,10.28125,,
247,Lotic Estuary,30.5,10.29166667,,
247.25,Lotic Estuary,30.4,10.30208333,,
247.5,Lotic Estuary,30.3,10.3125,,
247.75,Lotic Estuary,30.2,10.32291667,,
248,Lotic Estuary,30.1,10.33333333,,
248.25,Lotic Estuary,29.9,10.34375,,
248.5,Lotic Estuary,29.8,10.35416667,,
248.75,Lotic Estuary,29.7,10.36458333,,
249,Lotic Estuary,29.6,10.375,,
249.25,Lotic Estuary,29.5,10.38541667,,
249.5,Lotic Estuary,29.3,10.39583333,,
249.75,Lotic Estuary,29.2,10.40625,,
250,Lotic Estuary,29.2,10.41666667,,
250.25,Lotic Estuary,29.2,10.42708333,,
250.5,Lotic Estuary,29.2,10.4375,,
250.75,Lotic Estuary,29.2,10.44791667,,
251,Lotic Estuary,29.2,10.45833333,,
251.25,Lotic Estuary,29.2,10.46875,,
251.5,Lotic Estuary,29.2,10.47916667,,
251.75,Lotic Estuary,29.2,10.48958333,,
252,Lotic Estuary,29.2,10.5,,
252.25,Lotic Estuary,29.2,10.51041667,,
252.5,Lotic Estuary,29.2,10.52083333,,
252.75,Lotic Estuary,29.1,10.53125,,
253,Lotic Estuary,29.1,10.54166667,,
253.25,Lotic Estuary,29,10.55208333,,
253.5,Lotic Estuary,29,10.5625,,
253.75,Lotic Estuary,29,10.57291667,,
254,Lotic Estuary,28.9,10.58333333,,
254.25,Lotic Estuary,28.9,10.59375,,
254.5,Lotic Estuary,28.8,10.60416667,,
254.75,Lotic Estuary,28.8,10.61458333,,
255,Lotic Estuary,28.7,10.625,,
255.25,Lotic Estuary,28.7,10.63541667,,
255.5,Lotic Estuary,28.7,10.64583333,,
255.75,Lotic Estuary,28.6,10.65625,,
256,Lotic Estuary,28.6,10.66666667,,
256.25,Lotic Estuary,28.6,10.67708333,,
256.5,Lotic Estuary,28.6,10.6875,,
256.75,Lotic Estuary,28.8,10.69791667,,
257,Lotic Estuary,28.9,10.70833333,,
257.25,Lotic Estuary,28.9,10.71875,,
257.5,Lotic Estuary,28.8,10.72916667,,
257.75,Lotic Estuary,28.8,10.73958333,,
258,Lotic Estuary,28.9,10.75,,
258.25,Lotic Estuary,29,10.76041667,,
258.5,Lotic Estuary,29.2,10.77083333,,
258.75,Lotic Estuary,29.2,10.78125,,
259,Lotic Estuary,29.3,10.79166667,,
259.25,Lotic Estuary,29.3,10.80208333,,
259.5,Lotic Estuary,29.4,10.8125,,
259.75,Lotic Estuary,29.5,10.82291667,,
260,Lotic Estuary,29.6,10.83333333,,
260.25,Lotic Estuary,29.7,10.84375,,
260.5,Lotic Estuary,29.9,10.85416667,,
260.75,Lotic Estuary,30,10.86458333,,
261,Lotic Estuary,30.2,10.875,,
261.25,Lotic Estuary,30.4,10.88541667,,
261.5,Lotic Estuary,30.5,10.89583333,,
261.75,Lotic Estuary,30.4,10.90625,,
262,Lotic Estuary,30.5,10.91666667,,
262.25,Lotic Estuary,30.5,10.92708333,,
262.5,Lotic Estuary,30.7,10.9375,,
262.75,Lotic Estuary,30.7,10.94791667,,
263,Lotic Estuary,30.9,10.95833333,,
263.25,Lotic Estuary,31,10.96875,,
263.5,Lotic Estuary,31.1,10.97916667,,
263.75,Lotic Estuary,31.2,10.98958333,,
264,Lotic Estuary,31.3,11,,
264.25,Lotic Estuary,31.4,11.01041667,,
264.5,Lotic Estuary,31.4,11.02083333,,
264.75,Lotic Estuary,31.4,11.03125,,
265,Lotic Estuary,31.4,11.04166667,,
265.25,Lotic Estuary,31.4,11.05208333,,
265.5,Lotic Estuary,31.3,11.0625,,
265.75,Lotic Estuary,31.3,11.07291667,,
266,Lotic Estuary,31.2,11.08333333,,
266.25,Lotic Estuary,31.2,11.09375,,
266.5,Lotic Estuary,31.2,11.10416667,,
266.75,Lotic Estuary,31.1,11.11458333,,
267,Lotic Estuary,31,11.125,,
267.25,Lotic Estuary,31,11.13541667,,
267.5,Lotic Estuary,30.9,11.14583333,,
267.75,Lotic Estuary,30.8,11.15625,,
268,Lotic Estuary,30.7,11.16666667,,
268.25,Lotic Estuary,30.6,11.17708333,,
268.5,Lotic Estuary,30.6,11.1875,,
268.75,Lotic Estuary,30.5,11.19791667,,
269,Lotic Estuary,30.4,11.20833333,,
269.25,Lotic Estuary,30.4,11.21875,,
269.5,Lotic Estuary,30.5,11.22916667,,
269.75,Lotic Estuary,30.5,11.23958333,,
270,Lotic Estuary,30.4,11.25,,
270.25,Lotic Estuary,30.4,11.26041667,,
270.5,Lotic Estuary,30.5,11.27083333,,
270.75,Lotic Estuary,30.6,11.28125,,
271,Lotic Estuary,30.6,11.29166667,,
271.25,Lotic Estuary,30.6,11.30208333,,
271.5,Lotic Estuary,30.6,11.3125,,
271.75,Lotic Estuary,30.5,11.32291667,,
272,Lotic Estuary,30.5,11.33333333,,
272.25,Lotic Estuary,30.5,11.34375,,
272.5,Lotic Estuary,30.4,11.35416667,,
272.75,Lotic Estuary,30.3,11.36458333,,
273,Lotic Estuary,30.3,11.375,,
273.25,Lotic Estuary,30.2,11.38541667,,
273.5,Lotic Estuary,30.1,11.39583333,,
273.75,Lotic Estuary,30,11.40625,,
274,Lotic Estuary,29.9,11.41666667,,
274.25,Lotic Estuary,29.8,11.42708333,,
274.5,Lotic Estuary,29.7,11.4375,,
274.75,Lotic Estuary,29.5,11.44791667,,
275,Lotic Estuary,29.4,11.45833333,,
275.25,Lotic Estuary,29.3,11.46875,,
275.5,Lotic Estuary,29.4,11.47916667,,
275.75,Lotic Estuary,29.4,11.48958333,,
276,Lotic Estuary,29.4,11.5,,
276.25,Lotic Estuary,29.4,11.51041667,,
276.5,Lotic Estuary,29.4,11.52083333,,
276.75,Lotic Estuary,29.4,11.53125,,
277,Lotic Estuary,29.4,11.54166667,,
277.25,Lotic Estuary,29.4,11.55208333,,
277.5,Lotic Estuary,29.3,11.5625,,
277.75,Lotic Estuary,29.3,11.57291667,,
278,Lotic Estuary,29.2,11.58333333,,
278.25,Lotic Estuary,29.2,11.59375,,
278.5,Lotic Estuary,29.2,11.60416667,,
278.75,Lotic Estuary,29.1,11.61458333,,
279,Lotic Estuary,29,11.625,,
279.25,Lotic Estuary,28.9,11.63541667,,
279.5,Lotic Estuary,28.8,11.64583333,,
279.75,Lotic Estuary,28.8,11.65625,,
280,Lotic Estuary,28.8,11.66666667,,
280.25,Lotic Estuary,28.7,11.67708333,,
280.5,Lotic Estuary,28.7,11.6875,,
280.75,Lotic Estuary,28.7,11.69791667,,
281,Lotic Estuary,28.7,11.70833333,,
281.25,Lotic Estuary,28.7,11.71875,,
281.5,Lotic Estuary,28.9,11.72916667,,
281.75,Lotic Estuary,29.1,11.73958333,,
282,Lotic Estuary,29.2,11.75,,
282.25,Lotic Estuary,29.1,11.76041667,,
282.5,Lotic Estuary,29,11.77083333,,
282.75,Lotic Estuary,29.1,11.78125,,
283,Lotic Estuary,29.2,11.79166667,,
283.25,Lotic Estuary,29.4,11.80208333,,
283.5,Lotic Estuary,29.5,11.8125,,
283.75,Lotic Estuary,29.5,11.82291667,,
284,Lotic Estuary,29.6,11.83333333,,
284.25,Lotic Estuary,29.7,11.84375,,
284.5,Lotic Estuary,29.9,11.85416667,,
284.75,Lotic Estuary,29.9,11.86458333,,
285,Lotic Estuary,30,11.875,,
285.25,Lotic Estuary,30.2,11.88541667,,
285.5,Lotic Estuary,30.2,11.89583333,,
285.75,Lotic Estuary,30.5,11.90625,,
286,Lotic Estuary,30.5,11.91666667,,
286.25,Lotic Estuary,30.6,11.92708333,,
286.5,Lotic Estuary,30.6,11.9375,,
286.75,Lotic Estuary,30.7,11.94791667,,
287,Lotic Estuary,30.8,11.95833333,,
287.25,Lotic Estuary,30.8,11.96875,,
287.5,Lotic Estuary,30.9,11.97916667,,
287.75,Lotic Estuary,31.1,11.98958333,,
288,Lotic Estuary,31.1,12,,
288.25,Lotic Estuary,31.2,12.01041667,,
288.5,Lotic Estuary,31.2,12.02083333,,
288.75,Lotic Estuary,31.3,12.03125,,
289,Lotic Estuary,31.5,12.04166667,,
289.25,Lotic Estuary,31.6,12.05208333,,
289.5,Lotic Estuary,31.7,12.0625,,
289.75,Lotic Estuary,31.7,12.07291667,,
290,Lotic Estuary,31.7,12.08333333,,
290.25,Lotic Estuary,31.6,12.09375,,
290.5,Lotic Estuary,31.5,12.10416667,,
290.75,Lotic Estuary,31.5,12.11458333,,
291,Lotic Estuary,31.5,12.125,,
291.25,Lotic Estuary,31.5,12.13541667,,
291.5,Lotic Estuary,31.4,12.14583333,,
291.75,Lotic Estuary,31.3,12.15625,,
292,Lotic Estuary,31.2,12.16666667,,
